work_year,job_title,job_category,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2020,statistician,Engineering,150198,china,senior,temporario,remoto,reino unido,media
2021,statistician,Engineering,63488,alemanha,junior,freelancer,hibrido,china,grande
2020,data_analyst,Analysis,182531,mexico,pleno,temporario,hibrido,alemanha,grande
2022,data_scientist,ML/AI,173626,india,executivo,tempo_integral,presencial,estados unidos,pequena
2020,data_scientist,Engineering,198939,reino unido,junior,temporario,hibrido,mexico,pequena
2020,statistician,ML/AI,132330,china,senior,freelancer,presencial,estados unidos,pequena
2020,data_engineer,Data Science,35057,mexico,pleno,temporario,presencial,alemanha,pequena
2022,data_analyst,Data Science,113026,china,sem_exp,tempo_integral,remoto,mexico,pequena
2022,data_analyst,Data Science,35305,estados unidos,senior,freelancer,presencial,estados unidos,pequena
2020,statistician,Analysis,91276,india,pleno,freelancer,presencial,mexico,media
2020,statistician,ML/AI,193812,alemanha,pleno,freelancer,hibrido,mexico,grande
2021,data_engineer,Analysis,185190,india,junior,meio_periodo,hibrido,reino unido,grande
2020,data_engineer,Engineering,167746,china,senior,freelancer,remoto,reino unido,media
2021,data_scientist,Data Science,120534,estados unidos,pleno,meio_periodo,presencial,mexico,media
2020,data_analyst,Engineering,176388,india,senior,tempo_integral,presencial,estados unidos,pequena
2021,data_analyst,Analysis,177289,mexico,pleno,freelancer,remoto,india,pequena
2022,statistician,ML/AI,141045,alemanha,senior,freelancer,hibrido,estados unidos,pequena
2020,data_scientist,ML/AI,175674,japao,junior,freelancer,presencial,india,grande
2020,data_analyst,Engineering,117181,china,senior,tempo_integral,remoto,estados unidos,media
2020,data_scientist,Engineering,140907,reino unido,pleno,meio_periodo,hibrido,china,media
2020,data_scientist,Data Science,43987,reino unido,executivo,temporario,remoto,japao,media
2021,statistician,Analysis,79915,china,junior,tempo_integral,remoto,reino unido,media
2020,data_scientist,Engineering,43543,japao,junior,tempo_integral,presencial,estados unidos,pequena
2022,data_engineer,Data Science,57944,estados unidos,executivo,tempo_integral,hibrido,reino unido,pequena
2022,data_engineer,ML/AI,170216,india,sem_exp,meio_periodo,presencial,alemanha,pequena
2020,machine_learning_engineer,ML/AI,139418,india,junior,meio_periodo,presencial,japao,pequena
2022,statistician,Data Science,68459,japao,executivo,meio_periodo,hibrido,india,grande
2020,machine_learning_engineer,Data Science,60741,mexico,executivo,meio_periodo,hibrido,alemanha,pequena
2020,data_engineer,ML/AI,156077,japao,sem_exp,meio_periodo,hibrido,japao,pequena
2022,machine_learning_engineer,Analysis,104627,alemanha,senior,freelancer,presencial,alemanha,grande
2020,statistician,ML/AI,143372,alemanha,pleno,temporario,hibrido,reino unido,media
2022,statistician,Analysis,99741,reino unido,executivo,temporario,hibrido,china,media
2021,data_scientist,Data Science,99177,estados unidos,senior,meio_periodo,hibrido,japao,pequena
2020,data_analyst,Analysis,33543,estados unidos,pleno,meio_periodo,remoto,alemanha,media
2021,data_scientist,Data Science,166663,mexico,junior,freelancer,hibrido,india,grande
2022,statistician,Analysis,86395,japao,senior,meio_periodo,presencial,japao,grande
2021,data_engineer,Engineering,59055,reino unido,pleno,freelancer,remoto,japao,pequena
2021,data_engineer,Analysis,36116,reino unido,senior,freelancer,presencial,alemanha,grande
2022,data_scientist,Data Science,85485,alemanha,junior,tempo_integral,remoto,china,media
2021,statistician,ML/AI,163479,india,junior,tempo_integral,hibrido,mexico,pequena
2021,data_engineer,ML/AI,192666,mexico,senior,meio_periodo,remoto,mexico,pequena
2022,statistician,Analysis,96421,estados unidos,sem_exp,freelancer,presencial,mexico,pequena
2021,data_engineer,Data Science,65411,mexico,pleno,meio_periodo,remoto,mexico,media
2022,statistician,Analysis,154115,reino unido,senior,tempo_integral,hibrido,estados unidos,grande
2021,machine_learning_engineer,ML/AI,129772,alemanha,senior,tempo_integral,hibrido,india,media
2022,statistician,ML/AI,120121,alemanha,junior,tempo_integral,presencial,india,pequena
2022,statistician,ML/AI,153671,alemanha,pleno,tempo_integral,remoto,mexico,grande
2021,data_scientist,Data Science,141670,mexico,sem_exp,tempo_integral,presencial,alemanha,pequena
2021,machine_learning_engineer,Data Science,187310,india,senior,meio_periodo,presencial,china,media
2021,data_analyst,Data Science,134627,reino unido,junior,meio_periodo,presencial,reino unido,pequena
2020,data_scientist,Data Science,196268,japao,junior,tempo_integral,hibrido,reino unido,media
2020,data_analyst,Data Science,42738,japao,pleno,meio_periodo,remoto,mexico,pequena
2020,data_engineer,Data Science,144183,alemanha,pleno,tempo_integral,hibrido,estados unidos,pequena
2022,data_analyst,Engineering,45772,alemanha,junior,tempo_integral,hibrido,estados unidos,pequena
2021,statistician,Analysis,95270,india,pleno,tempo_integral,hibrido,alemanha,media
2022,data_analyst,Engineering,184564,alemanha,executivo,meio_periodo,remoto,china,media
2020,data_scientist,ML/AI,84979,china,executivo,meio_periodo,hibrido,reino unido,media
2021,data_scientist,Engineering,143585,reino unido,junior,freelancer,hibrido,india,media
2022,data_analyst,Data Science,197927,alemanha,senior,meio_periodo,hibrido,china,media
2021,data_scientist,Engineering,167300,alemanha,junior,meio_periodo,remoto,reino unido,grande
2022,data_scientist,Data Science,181117,reino unido,junior,temporario,remoto,china,pequena
2021,data_analyst,Data Science,54318,estados unidos,sem_exp,tempo_integral,presencial,alemanha,pequena
2020,machine_learning_engineer,Data Science,88458,china,senior,tempo_integral,hibrido,reino unido,grande
2020,machine_learning_engineer,ML/AI,174867,china,executivo,meio_periodo,hibrido,japao,grande
2021,data_engineer,Data Science,135856,japao,pleno,meio_periodo,remoto,mexico,pequena
2022,data_scientist,Engineering,115184,alemanha,executivo,freelancer,remoto,alemanha,pequena
2020,data_analyst,ML/AI,158789,reino unido,pleno,temporario,hibrido,japao,pequena
2020,data_scientist,Data Science,51747,japao,sem_exp,tempo_integral,presencial,china,grande
2020,statistician,ML/AI,192632,mexico,junior,tempo_integral,presencial,alemanha,pequena
2021,data_scientist,Analysis,41282,mexico,junior,meio_periodo,hibrido,india,pequena
2021,data_scientist,Analysis,194903,india,pleno,meio_periodo,presencial,alemanha,pequena
2022,machine_learning_engineer,Analysis,93073,mexico,senior,temporario,presencial,alemanha,grande
2022,data_analyst,Engineering,184115,mexico,senior,tempo_integral,hibrido,mexico,media
2022,data_scientist,Engineering,82900,estados unidos,senior,temporario,presencial,alemanha,pequena
2021,machine_learning_engineer,ML/AI,50929,alemanha,senior,tempo_integral,remoto,alemanha,grande
2021,data_engineer,ML/AI,65500,estados unidos,junior,meio_periodo,hibrido,estados unidos,media
2022,machine_learning_engineer,ML/AI,31872,alemanha,executivo,temporario,remoto,japao,pequena
2022,machine_learning_engineer,ML/AI,198560,alemanha,executivo,freelancer,hibrido,alemanha,grande
2021,machine_learning_engineer,Data Science,97505,alemanha,pleno,meio_periodo,remoto,alemanha,media
2022,data_scientist,Analysis,55460,estados unidos,senior,freelancer,presencial,china,pequena
2020,data_scientist,Data Science,42155,china,junior,freelancer,remoto,estados unidos,pequena
2021,data_engineer,Data Science,172942,india,junior,freelancer,remoto,reino unido,grande
2022,statistician,Data Science,145006,china,junior,tempo_integral,remoto,china,pequena
2021,statistician,Data Science,123928,reino unido,pleno,freelancer,remoto,china,grande
2020,statistician,Analysis,164789,reino unido,sem_exp,tempo_integral,remoto,mexico,pequena
2021,data_engineer,Data Science,156075,mexico,pleno,temporario,hibrido,mexico,grande
2021,statistician,ML/AI,162446,china,pleno,meio_periodo,remoto,estados unidos,media
2021,statistician,Engineering,182898,india,pleno,tempo_integral,remoto,estados unidos,grande
2021,machine_learning_engineer,Analysis,145138,mexico,sem_exp,tempo_integral,hibrido,mexico,pequena
2020,data_scientist,Engineering,174499,india,junior,temporario,hibrido,estados unidos,pequena
2021,data_scientist,Data Science,94442,alemanha,sem_exp,temporario,presencial,china,grande
2021,machine_learning_engineer,ML/AI,195780,alemanha,executivo,meio_periodo,remoto,china,grande
2022,machine_learning_engineer,Engineering,130671,reino unido,junior,temporario,remoto,mexico,pequena
2021,machine_learning_engineer,Analysis,185343,alemanha,senior,tempo_integral,presencial,alemanha,grande
2022,data_scientist,Data Science,46631,mexico,senior,meio_periodo,remoto,estados unidos,grande
2020,statistician,ML/AI,49887,alemanha,pleno,meio_periodo,presencial,estados unidos,pequena
2020,machine_learning_engineer,Analysis,55259,india,sem_exp,meio_periodo,hibrido,mexico,pequena
2020,data_engineer,Data Science,127932,estados unidos,pleno,freelancer,remoto,china,media
2020,machine_learning_engineer,Analysis,87987,china,executivo,freelancer,remoto,china,pequena
2022,data_analyst,Analysis,49144,japao,pleno,tempo_integral,hibrido,estados unidos,pequena
2021,machine_learning_engineer,Analysis,181908,japao,sem_exp,freelancer,remoto,alemanha,pequena
2020,data_scientist,ML/AI,74456,alemanha,pleno,temporario,hibrido,india,grande
2021,machine_learning_engineer,Analysis,197452,alemanha,senior,meio_periodo,hibrido,india,grande
2022,data_analyst,Data Science,150250,china,sem_exp,tempo_integral,presencial,reino unido,media
2022,data_engineer,ML/AI,107735,japao,junior,temporario,hibrido,alemanha,media
2022,statistician,ML/AI,41569,india,pleno,meio_periodo,presencial,china,grande
2020,machine_learning_engineer,Data Science,155294,japao,junior,temporario,hibrido,estados unidos,grande
2021,data_analyst,Engineering,192254,japao,junior,freelancer,presencial,mexico,grande
2021,data_analyst,ML/AI,182721,mexico,junior,temporario,presencial,estados unidos,media
2021,data_engineer,Engineering,113731,japao,junior,freelancer,presencial,estados unidos,grande
2022,data_scientist,Engineering,126132,alemanha,executivo,temporario,presencial,india,grande
2020,machine_learning_engineer,Analysis,130497,mexico,executivo,tempo_integral,remoto,mexico,media
2022,data_analyst,ML/AI,57003,alemanha,pleno,freelancer,hibrido,china,media
2022,data_engineer,ML/AI,177623,china,pleno,freelancer,hibrido,mexico,grande
2021,statistician,ML/AI,144432,japao,executivo,meio_periodo,hibrido,estados unidos,pequena
2022,data_analyst,Engineering,184898,alemanha,pleno,freelancer,hibrido,estados unidos,pequena
2021,data_engineer,Data Science,132486,china,pleno,meio_periodo,presencial,india,media
2020,data_scientist,Engineering,185801,japao,executivo,freelancer,remoto,estados unidos,grande
2021,data_scientist,ML/AI,164940,india,executivo,freelancer,hibrido,mexico,media
2020,data_analyst,ML/AI,71274,alemanha,pleno,freelancer,hibrido,reino unido,media
2021,data_analyst,ML/AI,68718,estados unidos,executivo,freelancer,hibrido,china,pequena
2022,machine_learning_engineer,Engineering,193425,china,senior,meio_periodo,presencial,mexico,media
2022,data_engineer,ML/AI,71682,alemanha,junior,tempo_integral,hibrido,japao,media
2020,data_analyst,Analysis,60653,india,junior,temporario,hibrido,mexico,grande
2020,machine_learning_engineer,ML/AI,175213,india,senior,freelancer,remoto,mexico,grande
2020,machine_learning_engineer,Data Science,172609,alemanha,senior,freelancer,presencial,reino unido,media
2021,data_analyst,Analysis,60401,reino unido,pleno,tempo_integral,remoto,alemanha,media
2021,data_scientist,ML/AI,188459,china,pleno,meio_periodo,hibrido,mexico,grande
2020,data_engineer,Analysis,111690,japao,junior,temporario,presencial,reino unido,pequena
2022,data_engineer,ML/AI,130613,japao,pleno,tempo_integral,hibrido,reino unido,grande
2021,data_scientist,Data Science,167702,india,junior,tempo_integral,hibrido,mexico,grande
2021,data_analyst,ML/AI,74293,alemanha,pleno,tempo_integral,presencial,mexico,grande
2021,data_engineer,Analysis,184142,reino unido,pleno,tempo_integral,remoto,india,grande
2020,data_analyst,Data Science,43416,china,junior,freelancer,presencial,alemanha,grande
2020,data_analyst,Engineering,146711,estados unidos,senior,temporario,presencial,mexico,pequena
2020,machine_learning_engineer,Data Science,145037,japao,senior,freelancer,remoto,china,grande
2020,data_scientist,Data Science,120935,mexico,pleno,tempo_integral,presencial,mexico,grande
2020,data_analyst,Data Science,169701,china,senior,temporario,remoto,china,pequena
2022,statistician,Analysis,38360,china,pleno,tempo_integral,remoto,reino unido,media
2022,data_scientist,Data Science,42011,reino unido,sem_exp,meio_periodo,presencial,japao,pequena
2020,data_engineer,ML/AI,70721,china,executivo,tempo_integral,presencial,reino unido,grande
2021,machine_learning_engineer,Data Science,66069,japao,executivo,tempo_integral,remoto,estados unidos,media
2020,data_engineer,ML/AI,83270,alemanha,sem_exp,meio_periodo,remoto,india,grande
2022,data_engineer,ML/AI,41227,japao,senior,freelancer,remoto,estados unidos,media
2022,data_scientist,ML/AI,69587,estados unidos,junior,temporario,remoto,alemanha,pequena
2021,data_engineer,ML/AI,91720,alemanha,sem_exp,tempo_integral,remoto,alemanha,pequena
2022,data_analyst,Data Science,98305,india,sem_exp,tempo_integral,presencial,india,grande
2020,data_engineer,Analysis,106028,reino unido,junior,meio_periodo,hibrido,reino unido,media
2021,machine_learning_engineer,Data Science,83651,japao,senior,temporario,presencial,alemanha,media
2020,machine_learning_engineer,Data Science,81332,alemanha,junior,meio_periodo,hibrido,japao,media
2020,statistician,ML/AI,98201,china,senior,tempo_integral,remoto,mexico,grande
2021,machine_learning_engineer,Engineering,185879,alemanha,pleno,freelancer,presencial,india,pequena
2020,data_engineer,Data Science,73552,japao,executivo,freelancer,hibrido,estados unidos,grande
2022,machine_learning_engineer,Analysis,153938,india,executivo,temporario,remoto,japao,pequena
2020,data_scientist,Data Science,147230,japao,pleno,tempo_integral,presencial,mexico,grande
2021,machine_learning_engineer,Analysis,123758,india,junior,meio_periodo,hibrido,mexico,grande
2021,data_analyst,ML/AI,87300,china,executivo,tempo_integral,presencial,china,pequena
2021,data_scientist,Engineering,56951,japao,senior,meio_periodo,hibrido,india,grande
2020,statistician,Data Science,50264,alemanha,senior,meio_periodo,presencial,japao,media
2021,data_analyst,Data Science,49121,estados unidos,sem_exp,temporario,presencial,mexico,pequena
2021,data_engineer,ML/AI,114351,estados unidos,sem_exp,meio_periodo,hibrido,india,grande
2020,data_engineer,Analysis,80539,china,pleno,temporario,presencial,estados unidos,grande
2022,data_engineer,Engineering,191383,mexico,executivo,freelancer,presencial,reino unido,pequena
2020,data_analyst,Data Science,180821,mexico,junior,temporario,remoto,india,pequena
